danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.484,0.872,5,-6.762,0,0.0684,0.166,0.0143,0.651,0.524,111.753,57fv04XaD5xJ6CdqjVVrK9,190907,3
0.693,0.854,2,-5.816,1,0.354,0.683,0.0,0.683,0.837,95.527,7ElrbV5azvB81i6AEsyQE9,224013,4
0.464,0.801,8,-5.715,1,0.094,0.0472,0.0151,0.341,0.504,94.996,0pdCkiNXXIx59z0QcNFMJ6,252800,4
0.461,0.293,6,-9.52,1,0.0555,0.947,9.95e-06,0.0936,0.531,180.297,6m9qPYXmhge2QhBLfFKnVF,257775,4
0.367,0.847,2,-5.351,1,0.22,0.178,0.0,0.584,0.429,73.771,2rLcR01HB0ScBAsgxX4Z62,282353,4
0.432,0.807,1,-6.572,1,0.438,0.287,0.0,0.219,0.254,177.751,1cHy9YSifVPBV0LeX6N1GV,257053,4
0.663,0.783,7,-5.612,1,0.18,0.155,0.0,0.061,0.624,91.018,281Bg1rYpaFuDLrMZ9EpqL,213718,4
0.374,0.758,3,-7.566,0,0.305,0.199,0.0,0.144,0.535,83.821,4kb6pH28RIiSSVd2kfS1S0,249534,4
0.5,0.693,8,-7.078,1,0.445,0.546,0.0,0.151,0.371,190.511,5qjWSyuU0rTLI8ohmx2K3Q,280200,4
0.4,0.602,7,-6.988,0,0.197,0.353,0.0,0.191,0.0964,74.142,5n5uyFpfopa4mNdSN0gTaH,298641,4
0.767,0.782,7,-5.545,1,0.14,0.0541,0.0,0.338,0.827,116.491,3TKt9EoDMmKvNYpk1e6GkI,220319,4
0.74,0.549,9,-7.072,1,0.303,0.178,0.0,0.114,0.469,85.16,44T13PWJ87jb3lFElhVIHx,305240,4
0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,01uqI4H13Gsd8Lyl1EYd8H,318525,4
0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,5pfJsMwoRYKampPay8amX0,292593,4
0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,3AYcyxEACnmE6d96RPubID,235613,4
0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,3bidbhpOYeV4knp8AIu8Xn,258343,4
0.808,0.316,0,-10.137,1,0.155,0.274,1.3e-06,0.122,0.53,78.028,51Bpjq1BdQlS3V852vJCw7,230507,4
0.758,0.677,5,-6.598,1,0.0782,0.456,0.0,0.0954,0.713,124.998,1FCQEg7wOK9IIBuxx63krr,246213,4
0.845,0.425,11,-9.534,1,0.413,0.124,0.0,0.37,0.817,145.982,4m4aiyWCBH011DhxQeoWt1,273520,4
0.687,0.768,7,-5.579,0,0.14,0.232,0.0,0.118,0.865,81.977,1FgmP7AOTcn7MGYmImj0kn,214720,4
0.922,0.583,5,-4.982,1,0.0753,0.0098,0.0,0.0962,0.494,136.043,7bsnTsbiwOymZWjPF9v6Di,261615,4
0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,2Za1AlJNvksouPPWbXpR2X,240507,4
0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,0CokSRCu5hZgPxcZBaEzVE,220454,4
0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,5CLGzJsGqhCEECcpnFQA8x,210773,4
0.42,0.947,5,-4.269,1,0.119,0.262,6.52e-05,0.416,0.51,92.027,4rpfA2rFOC7FMGxFNktB0i,102107,4
0.577,0.936,11,-2.924,0,0.078,0.043,1.74e-05,0.413,0.899,168.879,5dLmO6JwrfcjFRPTD2RIZ1,170453,4
0.383,0.974,11,-0.19,1,0.0985,0.142,0.00387,0.168,0.682,185.07,6aPyTOZZheIVT5q1TVlRYD,200747,4
0.677,0.852,5,-10.856,1,0.0449,0.225,4.04e-05,0.0595,0.93,91.689,3tyTt5pEWblt96j1HsXiV5,390862,4
0.41,0.821,5,-5.388,1,0.389,0.0402,0.0,0.327,0.291,115.205,4Epwg1ZNyD4LoXVeCBSYFY,264078,5
0.485,0.934,11,-6.231,0,0.351,0.0359,0.0,0.495,0.597,93.026,7EbQPCtXphE1n838jNP9a6,439166,4
0.76,0.676,7,-7.617,0,0.0364,0.0408,0.00029,0.392,0.847,128.01,6k6vqdoYaNsvmjQCjmzZib,310960,4
0.75,0.825,9,-5.318,1,0.0931,0.00318,0.0,0.295,0.66,145.008,5b59RfPJUVfpO565rhnrkx,246406,4
0.725,0.77,1,-8.715,1,0.152,0.0656,4.26e-05,0.927,0.788,87.479,1ij6LeHiwLZjjJkBK5wM0l,274662,4
0.346,0.61,0,-5.818,1,0.15,0.198,0.0,0.117,0.235,68.552,5JlqbEj7Bbh2RdZgcO5kJE,207573,4
0.288,0.812,10,-4.908,1,0.156,0.0719,3.45e-06,0.329,0.349,90.006,1IfjejSr240E0xY73PseUM,234180,4
0.697,0.769,0,-3.712,1,0.0626,0.00747,0.0,0.0733,0.822,100.029,18ObUnCss0nHokqSIMiW4L,213069,4
0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,5dTHtzHFPyi8TlTtzoz1J9,204733,4
0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,7j31rVgGX9Q2blT92VBEA0,161920,4
0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,5wQnmLuC1W7ATsArWACrgW,311107,4
0.673,0.927,0,-6.455,0,0.0468,0.00616,0.0122,0.0918,0.84,102.504,4vYbjfD6l8LNYlcdYnHBDm,179894,4
0.552,0.915,4,-3.713,1,0.0559,0.0013,3.74e-05,0.206,0.606,90.013,75SixhsPWyRRmtqHeffiXr,203413,4
0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,18GC3F8YPGB8CePXcTUizQ,203507,4
0.383,0.861,4,-2.816,0,0.0777,0.0038,0.0,0.11,0.48,176.084,0yhPEz5KxlDwckGJaMlZqM,228360,4
0.488,0.935,2,-3.08,1,0.116,0.0818,0.0,0.256,0.448,164.971,4urmOSZcGQVcGz3rpMzy3y,206507,4
0.62,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.448,4QIAVbGpeb5RdAGW66kY2h,180267,4
0.624,0.953,4,-2.602,0,0.104,0.113,0.000128,0.657,0.729,149.992,34Jeq8ktRzyOW1uw40InVy,211573,4
0.494,0.841,7,-4.784,1,0.0838,0.00579,0.0,0.122,0.567,162.013,4zjFqN9fXAw91GNgJOCYX6,229093,4
0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,3AhXZa8sUQht0UEdBJgpGc,369600,4
0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,6HSXNV0b4M4cLJ7ljgVVeh,149880,4
0.389,0.396,7,-7.999,1,0.0332,0.887,0.0,0.0828,0.585,171.86,52vA3CYKZqZVdQnzRrdZt6,192053,3
0.509,0.827,0,-7.715,1,0.0782,0.0409,0.0,0.12,0.743,135.601,1lqMLr9Wj7SM2F9AikGcxN,512733,4
0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,18GiV1BaXzPVYpp9rmOg0E,165427,4
0.432,0.605,4,-6.941,1,0.0306,0.673,0.0,0.129,0.647,109.227,4n1ZGm3TxYmoYe1YR8cMus,681400,4
0.56,0.887,7,-6.314,1,0.0594,0.00388,0.0,0.341,0.198,130.026,3aAoy02NwrmZcqXYYjqNh2,224947,4
0.383,0.986,9,-2.796,1,0.0617,0.000287,0.0,0.179,0.578,157.871,3KLkRy9l3us98SIp6mmxkk,163227,4
0.528,0.704,7,-5.252,1,0.0251,0.000663,6.68e-06,0.0266,0.461,97.889,4MW9YLsGZ0FoxrxmfAsrYc,290267,4
0.481,0.982,9,-3.73,0,0.0731,1.85e-05,0.0,0.0926,0.507,132.576,6gcTVs1P3Rkl4XYF2MF74j,154293,4
0.388,0.982,2,-3.212,1,0.0744,0.000707,0.0,0.34,0.717,190.091,3LZEfNShP0RjbHyd9vXQ2m,147493,4
0.537,0.965,0,-3.302,1,0.0455,6.34e-05,0.0,0.0387,0.674,100.042,2Yj1mVu6ONbiz4zaxDq4PH,202213,4
0.252,0.962,0,-5.55,1,0.119,9.81e-05,0.000131,0.362,0.56,153.923,3Q92rNGIlcsmivscyWaepm,104437,4
0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,7Jh1bpe76CNTCgdgAdBw4Z,371413,4
0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,27L8sESb3KR79asDUBu8nW,197987,4
0.63,0.936,4,-4.576,1,0.084,0.00128,0.0,0.0823,0.733,117.962,1AHGrKFv3nSCH9K7yg8gOz,184322,4
0.544,0.878,11,-4.016,1,0.0367,0.000835,0.0,0.182,0.642,139.979,6GABzUMYfHeZQV4h4EuUX2,206200,4
0.582,0.829,2,-5.688,1,0.0465,0.000517,0.0,0.266,0.867,130.969,0KqyBk4aVT88TEqBIC8mAP,197800,4
0.536,0.923,2,-3.494,1,0.125,0.0122,0.0,0.142,0.77,160.03,1bhjMY5O0ZjB41OHcdRH0a,209040,4
0.607,0.878,4,-4.422,1,0.0665,0.000246,0.0,0.337,0.853,119.955,4UuHWIkAWnN176A2rx7YFB,193000,4
0.463,0.642,9,-4.795,1,0.024,0.0208,0.0,0.21,0.444,95.117,1iTE3Vw1ohY1IrenTIPNJP,211613,4
0.509,0.539,11,-6.042,1,0.0559,0.457,0.0,0.144,0.671,113.05,39bXPn5Wzq5lrboib81gty,186480,4
0.481,0.94,7,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493,3mNecsYFb6LQg7822DPXCP,189333,4
0.483,0.818,11,-7.666,1,0.0444,0.114,0.0,0.367,0.691,175.668,4GiVcDqNQI0fc0yYuRGH9m,219467,4
0.59,0.671,9,-6.098,1,0.0706,0.0484,0.0,0.0604,0.438,149.982,104buTcnP2AsxqB7U1FIZ4,169801,4
0.653,0.839,10,-5.077,1,0.0685,0.0369,0.0,0.068,0.669,149.034,3FQCJI2t5LTbsRPfYVBSVB,216281,4
0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,7oVEtyuv9NBmnytsCIsY5I,230253,4
0.508,0.88,5,-6.441,0,0.0448,0.0621,9.43e-05,0.15,0.337,140.065,4zNk347FJz4yDDcjUhJJMI,224467,1
0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108.0,1r1fPuhj9H4VdXr7OK6FL5,205400,4
0.527,0.209,7,-12.113,1,0.0283,0.72,0.0,0.116,0.362,62.663,0pQZMrYNcfwZbt2Zt0pjaA,181893,4
0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,0.216,120.066,69ZEgPX0hxWXJIqkTlYz41,296560,4
0.543,0.923,9,-3.992,1,0.0768,0.194,0.00446,0.43,0.366,134.997,7N2zw7Yp5XLbDV1twQrFe7,279453,4
0.509,0.629,0,-6.434,1,0.0335,0.209,1.99e-06,0.369,0.237,80.012,0sp00HSXkQyqTa6QqM0O8V,209307,4
0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,3dxiWIBVJRlqh9xk144rf4,196907,4
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,60a0Rd6pjrkxjPbaKzXjfq,216880,4
0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,2nLtzopw4rPReszdYBJU6h,185587,4
0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,18lR4BzEs7e3qzc0KVkTpU,205613,4
0.593,0.2,8,-11.063,1,0.0311,0.904,0.0,0.0897,0.17,83.966,3xXBsjrbG1xQIm1xv1cKOt,255067,4
0.289,0.303,1,-12.032,1,0.0382,0.832,0.0,0.866,0.208,146.651,0w4ZwKHHEkXtvHMNUjFPdB,209493,1
0.352,0.469,7,-7.135,0,0.0351,0.862,8.07e-06,0.444,0.285,177.554,3QZoCVtNq15Nj39I2CtLRz,321693,4
0.627,0.572,5,-7.738,0,0.0373,0.568,1.52e-06,0.198,0.361,100.041,5aFQU3VPCQ3YGfKBA4tLfj,250173,4
0.714,0.697,1,-7.887,0,0.032,0.0197,2e-06,0.0697,0.602,122.145,0cOBMETjhxublnnwhbnzJO,159480,4
0.618,0.659,0,-8.477,1,0.0504,0.12,0.0,0.454,0.334,120.089,6Xgj8OiBPuuhXFoolw6sYi,149009,4
0.765,0.762,11,-5.071,0,0.123,0.436,9.22e-05,0.104,0.449,114.987,5LcgWxgMXVVR51N2XsLzH6,153391,4
0.55,0.903,10,-2.766,1,0.065,0.207,0.0,0.28,0.714,155.021,4pYiPE83vxadYsE1jcarIT,226750,4
0.705,0.844,6,-7.028,0,0.0319,0.072,0.00099,0.375,0.964,154.979,0mFyIzpoWj8R3bcrnpoB8n,215240,4
0.736,0.82,0,-4.239,1,0.0336,0.672,0.0,0.261,0.837,140.021,6rMvg6kDTe8GVnKLZgMfIB,224500,4
0.579,0.821,10,-6.808,1,0.0409,0.157,0.0,0.0996,0.745,175.002,06icM4RvxDTNHf0txA4AuW,211750,4
0.603,0.782,10,-5.495,0,0.0791,0.499,0.0,0.129,0.861,172.996,7v66vAS3Rl1mwTmVMRYaU7,222125,4
0.695,0.845,6,-4.164,0,0.0722,0.54,0.0,0.114,0.975,165.021,6bxHtSlqZ8YjGai4d1iYIv,221625,4
0.804,0.743,4,-4.292,1,0.0344,0.164,0.00633,0.0696,0.94,100.005,1v0gNJuiHAWhs8XZE7lBUw,253258,4
0.639,0.848,8,-4.133,1,0.0485,0.0247,0.731,0.0535,0.969,79.986,6BydwPpdcmhPmGJgJOskg4,247254,4
0.589,0.655,6,-4.315,1,0.0374,0.225,0.0,0.113,0.672,160.023,6uY0PjscB2oCZfOYM7G7su,299702,4
0.666,0.742,8,-4.512,1,0.0374,0.0966,6.57e-06,0.22,0.957,170.01,0OL5HxUb75j3bLX61VEN5M,252620,4
0.7,0.594,5,-8.303,0,0.0667,0.024,3.74e-05,0.113,0.835,166.003,5ZrXrkkvfC3yUiwabIAjxR,216747,4
0.723,0.81,11,-3.983,0,0.0338,0.0337,0.00493,0.566,0.963,155.026,6CTxqx9pxaoOxOYZSbsqDc,262279,4
0.74,0.793,6,-6.348,1,0.0631,0.506,0.0,0.161,0.925,146.046,2uNfMBnMcxmSPvmSzXAmlA,241500,4
0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,38wCbVfMreML5ZhF5iQuKA,209040,4
0.431,0.743,0,-7.253,1,0.0254,0.135,6.21e-05,0.204,0.338,88.03,1wTy1vx06bkJUvyOwbbPle,261360,4
0.445,0.526,0,-8.649,1,0.0265,0.185,0.0,0.14,0.174,77.42,0F1sjS4EhR1Rwiq4ir6mqZ,304880,4
0.398,0.656,2,-7.511,1,0.0304,0.287,0.00013,0.0889,0.171,75.896,6m5NAqFRi4GFyianMBbIOq,293587,4
0.362,0.911,9,-5.966,1,0.049,0.0336,0.0,0.466,0.498,171.112,3Z9PJ6xiEGmcqo2hESEB5n,357267,4
0.067,0.941,5,-2.7,0,0.137,9.68e-05,0.000359,0.253,0.236,187.874,62L8HlrCQLvBHKfpu8iqLa,392307,4
0.392,0.428,4,-8.405,0,0.0246,0.52,7.8e-06,0.365,0.317,84.505,0nufhlacuDxP6rNm6qLNrc,263747,4
0.414,0.839,7,-4.321,1,0.0284,0.00194,0.0,0.163,0.631,158.389,6fnzVPHWtCxm4lxLyn5p4Q,294813,4
0.266,0.934,0,-2.28,0,0.0929,0.171,0.0223,0.288,0.07,110.268,15J419FaKaBT7bYJmpLDpf,327920,4
0.333,0.831,9,-3.15,1,0.051,0.134,0.000456,0.696,0.333,82.054,7HUj2KB6hQCZgTPHFGAJ0c,559200,4
0.361,0.905,9,-2.851,1,0.0405,5.86e-05,0.0094,0.089,0.635,103.997,6dUfUi14QkuIpGA0GFFPyC,283787,4
0.426,0.838,0,-4.38,1,0.0362,0.0532,3.02e-06,0.0829,0.182,81.089,3MCuDi4gQrf7Xms8lTpTAx,288600,4
0.38,0.572,2,-5.334,1,0.03,0.0768,2.4e-06,0.0776,0.0878,74.987,5YciOakY5dB5dULkiLdCaf,303133,4
0.191,0.829,9,-3.381,0,0.0447,2.72e-05,2.11e-05,0.362,0.191,116.007,0nOF9ewQlwzVU0qKPR2DTq,276667,5
0.294,0.825,2,-3.771,1,0.0404,0.465,0.0841,0.354,0.122,150.338,1wo3UYTeizJHkwYIuLuBPF,451320,4
0.214,0.828,7,-2.66,1,0.0383,0.0142,1.61e-06,0.161,0.388,169.876,2gANywSFYF58YFMPdDSAjC,356600,4
0.327,0.938,0,-3.237,1,0.0645,0.0708,3.79e-06,0.148,0.326,162.937,0UvCh63URrLFcPkKt99hHd,289560,4
0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,5qqabIl2vWzo9ApSC317sa,258773,4
0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,7JIuqL4ZqkpfGKQhYlrirs,267653,3
0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,6SpLc7EXZIPpy0sVko0aoU,211520,4
0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,1j8z4TTjJ1YOdoFEDwJTQa,296520,4
0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,1yjY7rpaAQvKwpdUliHx0d,216013,4
0.452,0.814,1,-5.426,1,0.0732,0.0268,0.181,0.106,0.22,125.793,64QAmEaxHtOeHKhtclxKic,248560,4
0.413,0.933,7,-4.187,1,0.0757,0.00749,0.00383,0.374,0.424,133.95,4yl4ccmecfajLN60DVhtUy,169560,4
0.526,0.861,2,-6.151,1,0.085,0.000932,0.0,0.124,0.465,137.997,4lPylLel6icAoTj9OWEZZF,190587,4
0.354,0.894,1,-5.964,0,0.0962,1.39e-05,0.00141,0.159,0.293,152.025,3SOUAgD70B82lpBVjgVGn9,194307,4
0.695,0.873,11,-5.722,0,0.0392,0.00163,0.000198,0.154,0.799,110.021,3mtD9289UiIcGWu6BOvS1t,208773,4
0.6,0.625,6,-6.622,1,0.0339,0.0107,9.78e-06,0.158,0.705,119.829,0v5G63D9IdPkGn4n4vlHUL,189400,4
0.466,0.78,6,-4.055,1,0.0304,0.0331,0.000276,0.249,0.399,93.828,520Bi0jqR3KCuK131O4GCl,254333,4
0.566,0.194,6,-15.36,1,0.0322,0.768,0.0,0.155,0.457,126.599,1Vm3cvChoBwuQD1jVem82e,175267,4
0.294,0.936,11,-4.676,1,0.0424,0.000112,0.00121,0.301,0.583,186.141,5tyHxEsVUFUsb1yzAObAxu,203960,3
0.457,0.618,6,-6.682,1,0.0296,0.00114,0.00257,0.0679,0.579,80.184,45F4sDuahUBzOFAYmfzU1t,305533,4
0.682,0.816,5,-3.719,1,0.0791,0.0943,0.0,0.215,0.745,87.907,3E14pb0zKtI9ugTGzWOOjU,196093,4
0.536,0.932,8,-4.11,1,0.0436,0.00483,2.02e-05,0.105,0.755,121.004,5XkVQZWvsVwedk0Jv54SVH,159587,4
0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,7vhhU4SsMDV8uSQlCxf1Lk,258827,4
0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,3Pnhzf3Knhdsavx0VM2ZmG,200307,4
0.473,0.789,7,-3.571,1,0.0316,0.000952,7.4e-05,0.34,0.626,95.981,2HEEm4PvnDPlAHpf3h2Gnx,226773,4
0.669,0.783,2,-12.302,1,0.0295,0.0475,0.0296,0.115,0.896,124.518,0cs671lxX2eoDzr2KMuo3N,201693,4
0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,6mcxQ1Y3uQRU0IHsvdNLH1,236973,4
0.427,0.337,5,-11.38,1,0.0324,0.0325,0.00215,0.0872,0.0849,114.075,2nzlgHTbUDzuRtTFoX3qfJ,266493,4
0.59,0.627,2,-7.36,1,0.0266,0.144,0.0267,0.21,0.341,100.981,3sTRHEvG75RzNWeLiFSVW6,244920,3
0.274,0.208,0,-13.772,1,0.036,0.919,0.453,0.093,0.116,123.891,2vAD1q7XHnLLm139d6Ou8Y,291453,4
0.281,0.213,9,-11.639,1,0.0308,0.369,0.286,0.148,0.0397,93.104,4BiQ6LNpccpq64YKWJoeYe,496453,4
0.483,0.156,6,-16.813,1,0.0347,0.764,0.000524,0.0947,0.214,110.423,71KO2GXGPLbkS98yZSDABb,280587,4
0.278,0.686,10,-8.731,0,0.034,7.37e-06,0.822,0.0939,0.334,91.852,583InhqAFS5kMg3FNOBQI6,223920,4
0.371,0.866,9,-7.426,1,0.039,5.91e-06,0.58,0.196,0.447,87.254,0F2LiyHp9E0pAanpfnzHNp,298253,4
0.432,0.415,2,-9.755,1,0.0357,0.00849,0.927,0.107,0.189,144.0,3eMYc6FK9XvyauIaxcJtRS,270400,4
0.457,0.825,8,-7.611,1,0.0268,3.29e-05,0.578,0.0548,0.414,82.539,3cahGAUUQ0n55EjLBs2Wjo,201173,4
0.527,0.418,4,-10.205,0,0.0277,0.142,0.781,0.139,0.217,129.517,7A8caPxvrT8ZgLvQPPUCcj,196905,4
0.277,0.67,6,-9.381,1,0.0376,6.28e-05,0.751,0.237,0.217,148.342,7bu0znpSbTks0O6I98ij0W,254627,4
0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,6GtX0jaNL8IjVQfrDBx81z,258467,4
0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,5QLHGv0DfpeXLNFo7SFEy1,266200,4
0.422,0.208,10,-15.886,1,0.0318,0.896,0.0265,0.192,0.354,111.549,2dc1BYopTHgviDXawShfME,190587,3
0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,5ihS6UUlyQAfmp48eSkxuQ,199493,4
0.373,0.983,6,-1.557,1,0.0847,2.81e-05,1.1e-06,0.346,0.512,155.9,3wrTj0t17v3mDTgiM6jIHj,192707,4
0.535,0.3,9,-13.864,1,0.0422,0.846,2.85e-06,0.246,0.23,94.327,4jTEA4IlVEIGXIWKGcmIcj,206459,4
0.327,0.904,11,-3.3,0,0.0613,0.0109,0.000371,0.292,0.439,113.138,40VBtCOWsb3CadLYsATgxP,277000,4
0.307,0.784,5,-3.016,1,0.0586,0.00724,5.02e-06,0.464,0.434,151.708,1Sj3uRl1BAiU6Flipr4ebr,212200,4
0.359,0.664,2,-6.548,1,0.136,0.257,9.92e-05,0.188,0.307,64.616,3QKCxyJA3ITuCAaxEhjAxt,354507,4
0.596,0.727,6,-5.763,0,0.0405,0.00481,3.28e-05,0.0554,0.678,135.091,0XPi8NgpZZ7YkivJjq0Nzt,178813,4
0.614,0.368,9,-9.352,1,0.0272,0.361,6.58e-05,0.076,0.213,86.096,3GuC0yIbStjQPAyv5DCjCW,259133,4
0.42,0.69,0,-6.081,1,0.0341,0.434,4.75e-06,0.161,0.533,111.149,59aBJF7Nh9dkYbXY7xHZFk,182387,4
0.363,0.924,2,-4.181,1,0.0508,0.00995,0.000307,0.0136,0.692,152.51,79hW2iblmoT71PtfEj40Rn,160280,4
0.447,0.582,9,-6.44,1,0.0394,0.0811,5.49e-05,0.105,0.45,169.449,39BYRAiJhO6fWPJTDYhMxm,229840,4
0.219,0.765,7,-5.563,1,0.111,0.00738,0.00219,0.259,0.669,174.927,38peLHRTxGZAd5TpEO3gB9,179960,4
0.368,0.935,4,-3.204,1,0.0587,0.0111,0.00201,0.0948,0.558,164.425,71D4LseR0RADPbyvMeTIHR,203733,4
0.453,0.986,7,-5.768,1,0.119,0.387,0.0,0.422,0.455,166.594,2AdRSHeYmDGMrgIfiS2w7K,198147,4
0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045,1xaTREM89RbIxkcjlpf4Uw,215760,4
0.53,0.861,7,-4.67,1,0.0372,0.0175,0.0177,0.0857,0.844,130.476,64D3dzWyj0GpQT1AHx4kbK,140507,4
0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,2OErSh4oVVAUll0vHxdr6p,193320,4
0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,1YrnDTqvcnUKxAIeXyaEmU,408173,4
0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,1FvDJ9KGxcqwv1utyPL3JZ,162920,4
0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,0WQiDwKJclirSYG9v5tayI,244587,4
0.619,0.309,3,-15.098,0,0.0367,0.829,0.0,0.102,0.82,105.566,2FeUZsmNGWc3No6v9GCdST,183493,4
0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4dyx5SzxPPaD8xQIid5Wjj,276693,4
0.605,0.564,3,-7.107,1,0.0353,0.493,0.0,0.475,0.513,120.008,4kgOnLT1QUVNkKO9dGxrLP,169270,4
0.535,0.905,2,-4.349,1,0.0779,0.00139,1.26e-05,0.0364,0.506,99.097,7ek9bmxxwqJ25eUJPXO3jp,218494,4
0.454,0.66,7,-6.028,1,0.0406,0.646,0.0,0.188,0.314,140.715,3uoQIZiEENqa7yEObOSakx,213627,4
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,5QldjuXcxplhjjUqLrzl6H,302840,4
0.259,0.885,1,-10.467,1,0.0959,0.00031,6.03e-05,0.121,0.515,197.243,1eJoCBrCzOd1XF24XZhuJU,120867,4
0.465,0.794,7,-12.067,1,0.0311,0.000364,0.0,0.144,0.704,93.087,1o0cObpbURSTFEoXSgmL6a,145027,4
0.317,0.7,0,-11.784,1,0.0367,0.0929,3.2e-06,0.109,0.519,175.646,7HHle8A6urSZT4RxkDQIiz,142333,4
0.359,0.967,2,-3.134,1,0.111,0.000523,1.59e-05,0.185,0.518,182.86,7JlcIAeVDKykP56emtGiHb,199619,4
0.243,0.875,7,-8.541,1,0.0553,0.0011,0.0,0.354,0.739,193.965,5EC1LGwsPHVXBcjlf3cHct,134200,4
0.391,0.968,0,-6.324,1,0.0624,0.0102,7.01e-05,0.446,0.647,90.483,5XXiK8GZjjmCHpBpUEm9z5,135133,4
0.506,0.903,2,-8.898,1,0.0455,0.00169,0.0,0.336,0.781,117.229,1MPEPvmX18S9MK4RlMKIst,120360,4
0.408,0.941,6,-2.556,0,0.105,0.00456,0.0,0.315,0.789,145.408,5xesgknt9epKNcaMq6irot,55307,4
0.217,0.995,7,-3.02,1,0.191,0.00199,0.0,0.37,0.442,159.957,318CznWjAUDlkYDHP2VYTQ,102293,4
0.459,0.966,11,-3.678,0,0.0924,0.0207,0.0,0.215,0.729,147.624,0gbrepTKKXEYFQJ6tNCbid,106693,4
0.211,0.992,8,-2.618,1,0.157,0.000447,0.0,0.27,0.41,167.686,68gC1z1Mp6VLjXP1yBPW1p,94947,4
0.321,0.99,2,-2.461,1,0.194,0.00384,0.0,0.579,0.375,160.695,2W852Ax2YYdzFMJVXaG45G,100693,4
0.331,0.99,9,-3.27,1,0.146,0.0037,0.0,0.118,0.527,155.687,0BlNkCzdgYi9eJXwnYUho9,137840,4
0.479,0.922,9,-2.805,0,0.0345,0.00196,0.0,0.0594,0.825,126.549,3Tb9jU3XYCrE4j6NMQE8qM,165333,4
